UNITID,OPEID6,Predicted Final Data LN,Final_Predicted 10 year earnings,CONTROL,CONTROL.1,TUITIONFEE_IN,TUITIONFEE_OUT,ICLEVEL,PREDDEG,ADM_RATE_ALL,SAT_AVG_ALL,PCIP01,PCIP03,PCIP04,PCIP05,PCIP09,PCIP10,PCIP11,PCIP12,PCIP13,PCIP14,PCIP15,PCIP16,PCIP19,PCIP22,PCIP23,PCIP24,PCIP25,PCIP26,PCIP27,PCIP29,PCIP30,PCIP31,PCIP38,PCIP39,PCIP40,PCIP41,PCIP42,PCIP43,PCIP44,PCIP45,PCIP46,PCIP47,PCIP48,PCIP49,PCIP50,PCIP51,PCIP52,PCIP54,TUITFTE,AVGFACSAL,PFTFAC,PCTPELL,COSTT4_A,C150_4,RET_FT4,CDR3,GRAD_DEBT_MDN,AGE_ENTRY,FAMINC,MN_EARN_WNE_P6,MN_EARN_WNE_P8,MN_EARN_WNE_P10,MD_EARN_WNE_P6,MD_EARN_WNE_P8,MD_EARN_WNE_P10,SD_EARN_WNE_P6,SD_EARN_WNE_P8,SD_EARN_WNE_P10,COUNT_NWNE_P6,COUNT_NWNE_P8,COUNT_NWNE_P10,COUNT_WNE_P6,COUNT_WNE_P8,COUNT_WNE_P10,UGDS_MEN,UGDS_WOMEN
220181,3490,10.571843907040506,39020.557711515656,2,Private,20858.0,20858.0,1,3,0.8345,946.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0125,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.2375,0.0125,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.1875,0.0,0.0,0.1125,0.0,0.0,0.0,0.0,0.075,0.0,0.2375,0.05,11089.0,6043.0,0.6186,0.581,36781.0,0.4019,0.8174,0.118,27000.0,20.02469136,46477.50124,26000.0,34900.0,36300.0,24400.0,32000.0,35000.0,16500.0,22900.0,21900.0,,,27.0,,,284.0,0.3717,0.6283
220206,30018,,,2,Private,16890.0,16890.0,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1176,0.0,0.0,0.0,0.0,0.0,0.0882,0.0294,0.0,0.0294,0.0,0.0,0.0,0.0294,0.0,0.2353,0.0,0.0,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4118,0.0,9632.0,3729.0,0.375,0.426,26141.0,0.3906,0.725,0.149,19500.0,22.53409091,51699.48864,26200.0,33000.0,31000.0,23900.0,34100.0,30100.0,17600.0,17000.0,20100.0,,,,,,,0.5307,0.4693
220215,3492,10.70584447979202,44615.85105966549,2,Private,20468.0,20468.0,1,3,0.9339,1117.0,0.0,0.0,0.0,0.0,0.0769,0.0,0.0256,0.0,0.022,0.0037,0.0,0.0,0.0586,0.0,0.0513,0.0,0.0,0.0549,0.022,0.0,0.0769,0.1099,0.0,0.0879,0.0,0.0,0.0403,0.044,0.0623,0.0073,0.0,0.0,0.0,0.0,0.0476,0.0403,0.1502,0.0183,10319.0,6205.0,0.9688,0.3249,32282.0,0.516,0.738,0.053,26000.0,20.38573508,71338.55313,31500.0,39500.0,41100.0,30800.0,35800.0,37100.0,19300.0,26600.0,28900.0,60.0,66.0,66.0,558.0,545.0,484.0,0.4344,0.5656
220473,3495,10.735841930085819,45974.48878903851,2,Private,12050.0,12050.0,1,3,0.513513514,1017.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7333.0,6472.0,1.0,0.5265,20772.0,0.6695,0.6667,0.076,19690.0,22.71447543,54695.03054,28200.0,29100.0,31700.0,27100.0,26200.0,29800.0,16300.0,21000.0,19800.0,25.0,49.0,49.0,265.0,254.0,312.0,0.5361,0.4639
220516,3496,10.770029995721902,47573.44449218047,2,Private,25708.0,25708.0,1,3,0.5668,1042.0,0.0,0.0,0.0,0.0,0.0121,0.0,0.0486,0.0,0.0243,0.0,0.0,0.0013,0.0,0.0,0.0081,0.0027,0.0,0.0229,0.0094,0.0,0.0013,0.0094,0.0,0.0027,0.0081,0.0,0.0526,0.0013,0.0,0.0297,0.0,0.0,0.0,0.0,0.0067,0.4426,0.309,0.0067,9653.0,6295.0,1.0,0.4595,36619.0,0.5435,0.7606,0.056,20500.0,30.63341067,47462.75035,44100.0,47300.0,50300.0,40400.0,40800.0,43500.0,26000.0,33800.0,34000.0,57.0,53.0,41.0,673.0,615.0,377.0,0.3298,0.6702
220598,3499,10.478825860907719,35554.636935174734,2,Private,9780.0,9780.0,1,3,0.4327,762.0,0.0,0.0,0.0,0.0,0.0628,0.0,0.0251,0.0,0.1088,0.0,0.0,0.0,0.0,0.0,0.0126,0.0,0.0,0.1506,0.0167,0.0,0.1046,0.0,0.0042,0.0,0.0084,0.0,0.0,0.1632,0.0,0.1674,0.0,0.0,0.0,0.0,0.0042,0.0,0.1632,0.0084,9188.0,4817.0,0.9545,0.9241,18673.0,0.3189,0.4469,0.131,33068.0,20.919,20644.156,21500.0,24500.0,27500.0,20400.0,22100.0,25400.0,13000.0,16400.0,18700.0,97.0,104.0,70.0,1032.0,844.0,593.0,0.5198,0.4802
220604,3501,10.321608452291272,30382.086452822972,2,Private,10680.0,10680.0,1,3,0.5215,735.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0472,0.0,0.1024,0.0,0.0,0.0,0.0,0.0,0.0079,0.0236,0.0,0.0157,0.0236,0.0,0.0,0.0,0.0,0.0,0.0079,0.0,0.0,0.0945,0.0709,0.1024,0.0,0.0,0.0,0.0,0.0315,0.0,0.4488,0.0236,9992.0,4791.0,0.463,0.7625,17053.0,0.2,0.5772,0.207,,23.76717557,20988.20611,23800.0,28900.0,30200.0,20900.0,25800.0,28400.0,16200.0,18600.0,19800.0,32.0,42.0,51.0,329.0,251.0,313.0,0.3741,0.6259
220613,3500,10.667271033755515,42927.63344324123,2,Private,14280.0,14280.0,1,3,0.8905,1076.0,0.0,0.0,0.0,0.0,0.1192,0.0,0.0068,0.0,0.1816,0.0,0.0,0.0068,0.0,0.0,0.0271,0.0339,0.0,0.0149,0.0081,0.0,0.0068,0.0149,0.0108,0.1748,0.0027,0.0,0.0989,0.0,0.0,0.0379,0.0,0.0,0.0,0.0,0.0596,0.0732,0.0949,0.0271,9839.0,5854.0,1.0,0.3719,25410.0,0.5448,0.797,0.082,27500.0,24.07240039,60459.96939,30000.0,35100.0,37800.0,28200.0,32100.0,34200.0,19700.0,24600.0,32200.0,134.0,155.0,201.0,1222.0,1189.0,1255.0,0.4224,0.5776
220631,3502,10.726177441499784,45532.30902922225,2,Private,19970.0,19970.0,1,3,0.7437,1055.0,0.0,0.0187,0.0,0.0,0.0166,0.0,0.0,0.0,0.0643,0.0,0.0,0.0,0.0,0.0,0.0062,0.0,0.0,0.0436,0.0041,0.0,0.0,0.0332,0.0,0.0,0.0124,0.0,0.0145,0.029,0.0145,0.0,0.0,0.0,0.0,0.0,0.0041,0.5705,0.139,0.029,19297.0,6226.0,0.6301,0.5073,31299.0,0.4688,0.6902,0.036,17010.0,24.98024055,47019.33247,34300.0,37800.0,41600.0,32800.0,35200.0,38200.0,22300.0,24600.0,27500.0,102.0,117.0,108.0,822.0,768.0,745.0,0.2867,0.7133
220701,3504,,,2,Private,23100.0,23100.0,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.006,0.0,0.0542,0.0,0.0,0.0,0.0,0.0,0.0602,0.0301,0.0,0.0663,0.0241,0.0,0.0422,0.0904,0.0,0.0361,0.0,0.0,0.1024,0.0602,0.0723,0.0,0.0,0.0,0.0,0.0,0.012,0.1265,0.1988,0.0181,9818.0,5494.0,1.0,0.5463,32701.0,0.4488,0.5515,0.151,24920.0,22.1938911,42255.79681,28200.0,31100.0,36300.0,27200.0,30700.0,32700.0,19000.0,18900.0,24400.0,49.0,71.0,68.0,444.0,425.0,316.0,0.3836,0.6164
220710,3505,10.707448023760758,44687.45193077224,2,Private,31754.0,31754.0,1,3,0.7083,1049.0,0.0,0.0194,0.0,0.0,0.0,0.0,0.0097,0.0,0.1068,0.0194,0.0,0.0291,0.0,0.0,0.0922,0.0,0.0,0.0874,0.0146,0.0,0.0,0.0631,0.0291,0.0,0.0,0.0,0.1505,0.0,0.0,0.0971,0.0,0.0,0.0,0.0,0.0971,0.0,0.1505,0.034,12304.0,6391.0,1.0,0.4486,43069.0,0.5421,0.7135,0.067,27000.0,20.52676056,59518.19014,31800.0,37900.0,44000.0,31000.0,34300.0,39000.0,17600.0,21800.0,33700.0,34.0,33.0,46.0,414.0,415.0,456.0,0.4592,0.5408
220808,3507,10.470899821907633,35273.94335978376,2,Private,28870.0,28870.0,1,3,0.3806,1025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,15911.0,3878.0,0.3378,0.5806,39459.0,0.5248,0.6757,0.111,32000.0,20.8531746,48012.92064,22800.0,24000.0,28300.0,20400.0,19600.0,27100.0,15200.0,18700.0,18500.0,,,,,,,0.337,0.663
220862,3509,10.778019792286457,47955.06915712575,1,Public,8619.0,20331.0,1,3,0.474,1029.0,0.0,0.0,0.0033,0.002,0.0461,0.0,0.0077,0.0,0.102,0.0361,0.0127,0.0137,0.0,0.0,0.0271,0.0615,0.0,0.0267,0.0114,0.0,0.1187,0.0435,0.005,0.0,0.0167,0.0,0.0565,0.0378,0.0221,0.0438,0.0,0.0,0.0,0.0,0.0318,0.0749,0.1792,0.0197,7951.0,8374.0,0.6618,0.4663,21492.0,0.44,0.7817,0.098,24927.0,23.18703899,45246.8642,35100.0,39000.0,43200.0,31700.0,34800.0,37400.0,31300.0,35100.0,35500.0,360.0,520.0,590.0,4192.0,4425.0,4543.0,0.399,0.601
220978,3510,10.70293233958662,44486.11244620075,1,Public,7876.0,24124.0,1,3,0.7206,1032.0,0.0279,0.0,0.0,0.0,0.0643,0.0,0.0082,0.0,0.0698,0.0,0.0282,0.011,0.0317,0.0,0.0244,0.1064,0.0,0.0409,0.0072,0.0,0.0454,0.0376,0.004,0.0,0.0107,0.0,0.0499,0.0371,0.0194,0.0421,0.0,0.0,0.0,0.0304,0.0942,0.0484,0.1456,0.0152,6180.0,7094.0,0.7446,0.4473,19251.0,0.462,0.706,0.093,21437.0,22.50138732,49911.73292,33600.0,39200.0,44400.0,31200.0,35600.0,38700.0,25600.0,26300.0,35800.0,513.0,625.0,726.0,6701.0,6062.0,5777.0,0.465,0.535
221014,3511,10.716352892860307,45087.16489509762,2,Private,28730.0,28730.0,1,3,0.6241,1097.0,0.0,0.0,0.0,0.0,0.0321,0.0,0.0413,0.0,0.0092,0.0,0.0,0.0,0.1055,0.0,0.0183,0.0092,0.0,0.0321,0.0092,0.0,0.0,0.1101,0.0,0.0642,0.0,0.0,0.0688,0.0,0.0,0.0092,0.0,0.0,0.0,0.0,0.0367,0.2523,0.1743,0.0275,13610.0,5892.0,1.0,0.3505,37853.0,0.5795,0.8,0.055,23500.0,22.49892934,64894.62955,35600.0,43200.0,44500.0,34200.0,39100.0,39600.0,22300.0,41700.0,31900.0,,,46.0,,,333.0,0.367,0.633
221254,21064,10.561946098883585,38636.24478241423,2,Private,26688.0,26688.0,1,3,0.5234,1050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6731,0.0,0.3269,0.0,17618.0,3959.0,0.2558,0.3611,37340.0,0.8113,0.7826,0.05,27000.0,23.12631579,67561.93684,29000.0,36900.0,39000.0,27000.0,30400.0,31800.0,16000.0,32700.0,33700.0,,,,,,,0.1361,0.8639
221351,3519,10.876294064501664,52907.16561333219,2,Private,41572.0,41572.0,1,3,0.5999,1296.0,0.0,0.03,0.0,0.0023,0.0,0.0,0.0162,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0878,0.0,0.0,0.1409,0.0139,0.0,0.0,0.0,0.0577,0.0,0.0554,0.0,0.0901,0.0,0.0,0.2309,0.0,0.0,0.0,0.0,0.0508,0.0,0.1455,0.067,18787.0,8062.0,0.8618,0.1357,52958.0,0.8021,0.8826,0.04,27000.0,19.48816029,114645.224,40800.0,54500.0,64800.0,37100.0,48500.0,53600.0,30800.0,33200.0,54100.0,,,26.0,,,334.0,0.422,0.578
221519,3534,11.005753450485559,60219.61751086369,2,Private,37100.0,37100.0,1,3,0.647,,0.0,0.0865,0.0,0.0288,0.0,0.0,0.0058,0.0,0.0,0.0,0.0,0.0548,0.0,0.0,0.1037,0.0,0.0,0.1239,0.0058,0.0,0.072,0.0,0.0231,0.0,0.049,0.0,0.0951,0.0,0.0,0.1873,0.0,0.0,0.0,0.0,0.0778,0.0,0.0,0.0865,21477.0,9211.0,0.8543,0.1878,47970.0,0.7922,0.8832,0.013,18759.0,19.52238806,100854.5245,38200.0,45300.0,51700.0,35200.0,42600.0,45500.0,23700.0,27200.0,38100.0,,,26.0,,,246.0,0.4858,0.5142
221661,3518,,,2,Private,20240.0,20240.0,1,3,,,0.0,0.0,0.0,0.0016,0.0261,0.0016,0.013,0.0,0.0684,0.0016,0.0,0.0326,0.0081,0.0,0.0016,0.0179,0.0,0.057,0.0016,0.0,0.0033,0.0391,0.0114,0.0391,0.013,0.0,0.0326,0.0,0.0407,0.0,0.0,0.0,0.0,0.0,0.0668,0.4088,0.1107,0.0033,15274.0,4523.0,1.0,0.371,30092.0,0.5209,0.7826,0.044,25000.0,21.47770701,66286.59145,35400.0,42200.0,46300.0,33100.0,39100.0,38500.0,21200.0,27200.0,41600.0,81.0,79.0,105.0,627.0,676.0,602.0,0.4426,0.5574
221731,3525,10.53841975238732,37737.88410827665,2,Private,22300.0,22300.0,1,3,0.6667,1002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0385,0.0105,0.0,0.0175,0.0175,0.0,0.0524,0.0594,0.0,0.007,0.007,0.0,0.0594,0.0524,0.0245,0.007,0.0,0.0,0.0,0.0,0.021,0.2937,0.2972,0.0245,10510.0,4094.0,1.0,0.4803,29397.0,0.4343,0.625,0.082,18750.0,24.46935933,51370.2507,34300.0,38600.0,43700.0,32400.0,34000.0,38500.0,20000.0,41500.0,29400.0,41.0,50.0,45.0,486.0,386.0,402.0,0.366,0.634
221740,3529,10.752814428637077,46761.45019275547,1,Public,8138.0,24256.0,1,3,0.7728,1088.0,0.0,0.0136,0.0,0.0,0.0442,0.0,0.0198,0.0,0.1025,0.0646,0.0102,0.0136,0.0,0.0102,0.0198,0.0062,0.0,0.0538,0.0074,0.0,0.0062,0.0821,0.0051,0.0,0.0351,0.0,0.068,0.0476,0.0108,0.0476,0.0,0.0,0.0,0.0,0.0362,0.0889,0.1891,0.0176,5325.0,7484.0,0.6466,0.3418,19619.0,0.3983,0.7003,0.069,19967.0,21.57726642,62091.85876,33900.0,39000.0,42600.0,30900.0,35200.0,38100.0,29300.0,25900.0,29500.0,202.0,203.0,236.0,2646.0,2271.0,2174.0,0.4443,0.5557
221759,3530,10.970770497017984,58149.38007029326,1,Public,11876.0,30326.0,1,3,0.7483,1198.0,0.0474,0.0095,0.0136,0.0116,0.0757,0.0,0.0086,0.0,0.0234,0.1052,0.0,0.0161,0.0342,0.0,0.0329,0.0,0.0,0.0576,0.0113,0.0,0.005,0.0615,0.0052,0.0,0.02,0.0,0.085,0.0,0.0168,0.0803,0.0,0.0,0.0,0.0,0.0274,0.0435,0.1868,0.0213,10788.0,10046.0,0.8322,0.3005,27450.0,0.6931,0.8655,0.055,19481.0,21.4574115,69069.90808,41600.0,51000.0,56700.0,36900.0,42400.0,45100.0,34500.0,47900.0,58100.0,371.0,516.0,572.0,5455.0,5427.0,5460.0,0.505,0.495
221768,3531,10.641117235794331,41819.467334177905,1,Public,8024.0,21968.0,1,3,0.7334,1050.0,0.1047,0.018,0.0,0.0,0.0204,0.0,0.0139,0.0,0.1055,0.0384,0.0,0.0049,0.0245,0.0,0.0139,0.0,0.0,0.0442,0.0041,0.0,0.1169,0.0842,0.0025,0.0,0.018,0.0,0.0327,0.027,0.0343,0.0335,0.0,0.0,0.0,0.0,0.0376,0.0433,0.1594,0.018,4800.0,6724.0,0.6578,0.4794,16805.0,0.4704,0.7098,0.106,23500.0,22.20190476,46248.03651,30800.0,35400.0,40100.0,29000.0,32800.0,36200.0,18700.0,22800.0,30300.0,208.0,233.0,223.0,2164.0,1834.0,1726.0,0.4179,0.5821
221838,3522,,,1,Public,6930.0,19650.0,1,3,,,0.0077,0.0,0.0,0.0022,0.0571,0.0,0.0143,0.0,0.1218,0.0505,0.0088,0.0,0.0318,0.0,0.0176,0.0176,0.0,0.0428,0.0022,0.0,0.0,0.0373,0.0,0.0,0.0198,0.0,0.0735,0.0746,0.0187,0.0296,0.0,0.0,0.0,0.0,0.0077,0.247,0.1076,0.0099,6968.0,6999.0,0.6813,0.6469,17119.0,0.4231,0.6214,0.12,26459.5,22.92963217,32559.1172,31200.0,35500.0,39800.0,28500.0,33100.0,35300.0,19200.0,23800.0,33700.0,187.0,190.0,282.0,2126.0,2234.0,2413.0,0.4057,0.5943
221847,3523,10.773974633948905,47761.475132524705,1,Public,7679.0,22679.0,1,3,0.9441,1105.0,0.0333,0.0216,0.0,0.0,0.0139,0.0,0.0316,0.0,0.1652,0.1425,0.0238,0.0067,0.0443,0.0,0.0089,0.0687,0.0,0.0394,0.0111,0.0,0.0055,0.0698,0.0,0.0,0.0283,0.0,0.0238,0.0,0.0,0.0521,0.0,0.0,0.0,0.0,0.0249,0.051,0.1208,0.0127,5681.0,7523.0,1.0,0.3621,21411.0,0.4937,0.7571,0.079,15500.0,21.477247,54031.06701,35400.0,40300.0,46700.0,32800.0,36100.0,40500.0,23000.0,25400.0,32300.0,228.0,230.0,248.0,2671.0,2324.0,2258.0,0.5671,0.4329
221856,3524,10.012788502336864,22309.960174684024,2,Private,12460.0,12460.0,1,3,0.5817,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0115,0.0,0.0,0.046,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.1494,0.0,0.0,0.5057,0.0,0.0,0.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.1034,0.0,7482.0,2197.0,1.0,0.7708,23054.0,0.1825,0.4118,0.298,26755.0,27.20731707,29836.54634,29200.0,29200.0,33500.0,27900.0,27600.0,31400.0,20200.0,18500.0,24800.0,51.0,50.0,32.0,318.0,254.0,165.0,0.4577,0.5423
221892,3526,10.815353589898733,49779.25400137229,2,Private,23126.0,23126.0,1,3,0.7308,1066.0,0.0,0.0,0.0,0.0,0.0565,0.0,0.0395,0.0,0.0678,0.0,0.0,0.0,0.0,0.0,0.0113,0.0028,0.0,0.0395,0.0056,0.0,0.0282,0.0367,0.0,0.0593,0.0028,0.0,0.0452,0.0311,0.0367,0.0,0.0,0.0,0.0,0.0,0.0508,0.0734,0.404,0.0085,12431.0,6396.0,1.0,0.4042,32604.0,0.5138,0.7906,0.04,18750.0,27.37162162,59754.74324,40700.0,43600.0,49000.0,36900.0,37100.0,40500.0,26500.0,32500.0,39100.0,46.0,54.0,84.0,594.0,639.0,626.0,0.4375,0.5625
221953,3527,10.545796775735454,38017.3067469257,2,Private,22670.0,22670.0,1,3,0.7194,990.0,0.0,0.009,0.0,0.0,0.0136,0.0,0.0,0.0,0.1968,0.0,0.0,0.0,0.0,0.0,0.0249,0.0,0.0,0.0181,0.0068,0.0,0.009,0.0724,0.0,0.0,0.0,0.0,0.1606,0.0,0.0,0.0204,0.0,0.0,0.0,0.0,0.009,0.0113,0.4434,0.0045,9177.0,4798.0,1.0,0.5884,33700.0,0.3619,0.6167,0.107,27317.0,24.1242236,45014.24327,34400.0,38000.0,42500.0,31500.0,34700.0,38300.0,28600.0,24000.0,29700.0,89.0,122.0,124.0,919.0,1093.0,1145.0,0.4593,0.5407
221971,3528,10.884345137765138,53334.844406327706,2,Private,28150.0,28150.0,1,3,0.6858,1170.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0248,0.0,0.0667,0.014,0.0,0.014,0.0047,0.0,0.0248,0.0,0.0,0.0341,0.0031,0.0,0.1736,0.0372,0.0357,0.0093,0.0047,0.0,0.0419,0.0,0.0744,0.0248,0.0,0.0,0.0,0.0,0.031,0.2729,0.0682,0.0171,11153.0,7531.0,0.499,0.2767,42891.0,0.6619,0.877,0.035,24912.5,26.96622152,56669.35428,40900.0,44000.0,49600.0,35500.0,38500.0,43200.0,29300.0,31000.0,34900.0,50.0,57.0,87.0,832.0,775.0,643.0,0.3748,0.6252
221999,3535,11.268952156660472,78350.85471512047,2,Private,43838.0,43838.0,1,3,0.1309,1481.0,0.0,0.0,0.0,0.0084,0.0265,0.0,0.0144,0.0,0.0415,0.1654,0.0,0.0235,0.0018,0.0,0.0445,0.0,0.0,0.0758,0.0156,0.0,0.1028,0.0,0.015,0.0,0.018,0.0,0.0553,0.0,0.0138,0.3055,0.0,0.0,0.0,0.0,0.0373,0.0,0.0,0.0349,22708.0,13151.0,0.8207,0.1431,61112.0,0.9286,0.9683,0.014,12500.0,19.73541496,95790.447,61900.0,78000.0,86200.0,53400.0,60500.0,69000.0,62600.0,77700.0,79100.0,61.0,69.0,110.0,879.0,1088.0,1109.0,0.4993,0.5007
222178,3537,10.803436079044598,49189.53020110737,2,Private,29450.0,29450.0,1,3,0.5047,1091.0,0.0138,0.0063,0.0013,0.0,0.0752,0.0,0.0251,0.0,0.0777,0.0,0.0,0.0,0.0388,0.0,0.0251,0.0,0.0,0.0614,0.0025,0.0,0.0677,0.0489,0.0,0.0351,0.0075,0.0,0.0627,0.0226,0.0188,0.0201,0.0,0.0,0.0,0.0,0.0664,0.089,0.2256,0.0088,13974.0,7535.0,0.8667,0.2595,41606.0,0.62,0.7515,0.053,25500.0,20.02338462,78715.38831,38900.0,42400.0,48900.0,35600.0,40100.0,43000.0,31300.0,26900.0,38700.0,91.0,120.0,177.0,1174.0,1328.0,1374.0,0.4236,0.5764
222831,3541,10.60223486464977,40224.63366411315,1,Public,6856.0,15544.0,1,3,0.8244,976.0,0.0675,0.0072,0.0,0.0,0.0387,0.0,0.0315,0.0,0.0198,0.0,0.0,0.0072,0.0,0.0,0.0387,0.0,0.0,0.0396,0.0189,0.0,0.1107,0.0666,0.0009,0.0,0.0279,0.0,0.0765,0.0432,0.0279,0.0405,0.0,0.0,0.0,0.0,0.0342,0.135,0.135,0.0324,6349.0,6888.0,0.7571,0.4068,18915.0,0.2975,0.6239,0.12,20850.0,21.4658606,52343.02916,36100.0,41400.0,46300.0,32700.0,36800.0,40200.0,23400.0,28500.0,35300.0,176.0,203.0,237.0,2070.0,1937.0,1970.0,0.4584,0.5416
222877,20814,,,2,Private,9000.0,9000.0,1,3,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8831.0,3363.0,0.4848,0.4978,17972.0,0.3,0.4419,0.184,21500.0,23.96666667,47314.3,26500.0,31400.0,38000.0,24700.0,29700.0,32700.0,15800.0,18200.0,34600.0,,,,,,,0.5935,0.4065
222983,3543,10.896021614146383,53961.2574890324,2,Private,33840.0,33840.0,1,3,0.5438,1159.0,0.0,0.0121,0.0,0.0081,0.0324,0.0,0.0243,0.0,0.0,0.0,0.0,0.0567,0.0,0.0,0.0445,0.0,0.0,0.1093,0.0243,0.0,0.0364,0.0,0.0162,0.0,0.0526,0.0,0.1457,0.0,0.0,0.1377,0.0,0.0,0.0,0.0,0.0769,0.0,0.1538,0.0688,15854.0,7600.0,0.9583,0.2867,47404.0,0.7642,0.8626,0.029,26000.0,19.76208898,78949.70793,39900.0,46700.0,52800.0,37600.0,44600.0,48200.0,26500.0,28100.0,35200.0,,29.0,38.0,,348.0,410.0,0.4843,0.5157
223117,23312,,,2,Private,5100.0,5100.0,1,3,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4113.0,3826.0,0.8333,0.6727,,,,0.0,,37.82857143,26725.62857,,,,,,,,,,,,,,,,0.8704,0.1296
223232,3545,10.932044094147754,55940.510588627636,2,Private,38120.0,38120.0,1,3,0.5536,1227.0,0.0,0.0091,0.0,0.0004,0.0895,0.0,0.0119,0.0,0.0523,0.0397,0.0,0.0095,0.0207,0.0,0.0162,0.0018,0.0,0.1246,0.0053,0.0,0.0126,0.0186,0.0158,0.0018,0.0095,0.0,0.0474,0.0,0.0137,0.06,0.0,0.0,0.0,0.0032,0.0411,0.1397,0.2426,0.013,20309.0,8985.0,0.809,0.2135,53797.0,0.722,0.8855,0.039,25000.0,20.02445827,96110.24952,46600.0,51200.0,58400.0,42600.0,47400.0,51600.0,45800.0,32900.0,44300.0,183.0,212.0,306.0,2649.0,2807.0,2864.0,0.4197,0.5803
224004,3557,10.697700619768034,44253.981322034895,2,Private,26960.0,26960.0,1,3,0.8529,1021.0,0.0,0.0033,0.0,0.0,0.0429,0.0,0.0,0.0,0.1287,0.0,0.0,0.0,0.0,0.0,0.0033,0.0495,0.0,0.0429,0.0033,0.0,0.0,0.0561,0.0,0.0627,0.0,0.0,0.0,0.0,0.0,0.0594,0.0,0.0,0.0,0.0,0.0099,0.1848,0.3432,0.0099,14210.0,6515.0,0.9726,0.4076,37413.0,0.3231,0.6667,0.068,25483.5,26.77840909,55486.76421,41200.0,49000.0,51300.0,38400.0,44600.0,44500.0,25900.0,32700.0,35000.0,35.0,41.0,49.0,498.0,491.0,431.0,0.3593,0.6407
224147,11161,10.675587982190411,43286.14916883144,1,Public,7655.0,16283.0,1,3,0.8462,970.0,0.0,0.0168,0.0,0.0,0.0559,0.0,0.0135,0.0,0.0,0.0175,0.0108,0.0034,0.0,0.0,0.0243,0.0,0.0,0.0869,0.0067,0.0,0.1179,0.0627,0.0047,0.0,0.0256,0.0,0.062,0.0438,0.0,0.0216,0.0,0.0,0.0,0.0,0.0539,0.1894,0.1631,0.0195,6793.0,7563.0,0.6743,0.4094,18745.0,0.3801,0.5567,0.087,22423.0,22.22843041,52242.29516,39100.0,44500.0,48600.0,35800.0,40700.0,43400.0,26400.0,28800.0,32700.0,229.0,245.0,315.0,2452.0,2349.0,2487.0,0.4145,0.5855
